"전출지별","전입지별","항목","단위","2021. 03 월","2021. 04 월","2021. 05 월","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"대구광역시","전라북도","이동자수","명","88","64","70","","","","","","","","","","","","1594","1649","1638","1377","1552","1553","1424","1174","1066","1043","983","941","876","786","922","951","1026","1061","1119","1016","1344","946","1310","959","900","863","999","970","935","860","1003","878","985","996","940","920","911","840","828","940",
"대구광역시","전라북도","순이동자수","명","13","7","13","","","","","","","","","","","","-844","-564","-873","-935","-380","-436","-477","-485","-349","-275","-294","-186","-217","-259","-168","-23","79","99","82","-58","191","-287","187","-236","56","-76","69","80","37","-64","104","-155","-33","116","79","27","95","-23","32","40",
"대구광역시","전라남도","이동자수","명","129","97","75","","","","","","","","","","","","1875","1782","1812","1933","1751","1526","1461","1173","1335","1159","1048","960","822","736","937","1030","990","1056","1246","971","1069","920","1053","896","1022","1016","975","904","1012","985","947","977","948","985","953","907","897","984","989","1044",
"대구광역시","전라남도","순이동자수","명","30","34","13","","","","","","","","","","","","-628","-916","-1337","-933","-585","-526","-708","-494","-188","-286","-131","-325","-286","-234","-52","71","-57","173","91","-92","-35","-77","-29","-8","137","149","87","-56","203","160","109","101","-38","64","80","-52","-8","-37","111","48",
"대구광역시","경상북도","이동자수","명","4847","4175","4046","","","","","","","","","","","","70840","58430","63729","57719","61250","61419","71529","72574","62765","73655","72816","66905","67587","61811","59398","73160","65314","61948","61647","52556","54057","54952","51401","51928","60081","62429","53293","48562","49288","47895","49300","44922","45035","51852","46900","41444","41714","42744","45417","45117",
"대구광역시","경상북도","순이동자수","명","844","1124","1315","","","","","","","","","","","","-29182","-36486","-32294","-36813","-29613","-23310","-20824","-26271","-27213","-7504","-8248","-5879","-1477","-6749","1061","15733","7661","4922","-1599","-7131","-1796","-4705","-11820","-2539","6839","9613","1813","-1226","-233","1763","5211","1335","2259","4808","3072","1939","2483","2499","6904","734",
"대구광역시","경상남도","이동자수","명","887","664","561","","","","","","","","","","","","14182","14746","15522","15649","14750","14816","15424","14707","14144","14981","13585","13357","12768","11350","13068","13238","8674","9150","8853","7977","8373","8300","11259","9590","11978","10639","10734","11343","10599","9521","8821","8965","8941","9374","8922","8313","7704","7684","8115","8214",
"대구광역시","경상남도","순이동자수","명","95","43","27","","","","","","","","","","","","-3076","-1203","-2953","-3526","-3195","-2890","-3701","-1953","-2415","-821","-1302","-463","-2025","-1926","-569","301","-1736","-372","-1301","-1735","-814","-1075","394","-179","1661","549","1042","1674","651","177","-67","207","298","889","263","-715","-942","-917","8","-1096",
"대구광역시","제주특별자치도","이동자수","명","134","117","108","","","","","","","","","","","","294","338","525","408","391","398","466","458","483","654","637","637","551","440","543","631","703","796","801","701","794","822","813","813","838","679","658","618","664","631","643","773","847","1061","1317","1394","1631","1571","1423","1361",
"대구광역시","제주특별자치도","순이동자수","명","37","36","25","","","","","","","","","","","","-166","-133","-69","-128","-93","-120","-32","8","-50","141","179","80","-40","-88","-48","-9","66","165","38","-29","85","60","75","156","196","19","20","-10","25","22","95","149","227","430","583","571","628","539","417","279",
"인천광역시","전국","이동자수","명","40554","35240","35336","","","","","","","","","","","","296851","323344","370917","379871","367248","351641","389630","429474","406162","451178","423289","450319","466162","469610","462882","470473","485473","426896","492766","518153","525725","540582","526518","464170","491203","513839","553898","556166","476071","458439","470758","440872","439578","442973","463685","435869","411135","433706","422351","460304",
"인천광역시","전국","순이동자수","명","176","132","-227","","","","","","","","","","","","-36107","-10018","-27989","-45638","-42113","-30979","-45184","-46964","-66414","-116685","-80398","-59381","-39663","-36861","-18556","-12338","-27040","-20811","-1810","-13165","-1117","-230","16171","1335","-10965","-9618","-22721","-9419","-2098","-3612","-28809","-27794","-22035","-9324","-9538","-5777","1670","67","2337","15748",
"인천광역시","서울특별시","이동자수","명","3774","2945","2826","","","","","","","","","","","","41489","44852","56416","56649","51693","47891","46454","57870","50901","43247","44988","45332","44316","44734","41601","43084","40885","38404","48592","45970","46213","45171","43145","39059","39972","42334","41585","40479","38858","35670","33008","32216","33017","34380","33570","32486","32528","32415","34760","38409",
"인천광역시","서울특별시","순이동자수","명","-374","-663","-703","","","","","","","","","","","","-13390","-1026","-1542","-10066","-16197","-10700","-12274","-10198","-22437","-60286","-35627","-26765","-23396","-19751","-21094","-15547","-19929","-15542","-5551","-6859","-6652","-10329","-1842","-2508","-6340","-5133","-9716","-10014","-6534","-10412","-18633","-17424","-14407","-8832","-11345","-11259","-7957","-8818","-3811","-1466",
"인천광역시","부산광역시","이동자수","명","239","148","166","","","","","","","","","","","","3582","3570","3400","3385","3475","3821","3970","3422","3426","3400","3124","3348","3032","2872","3117","3162","2963","2895","3256","2895","2920","3139","2922","2745","2767","2814","2949","2842","2657","2738","3213","2691","2677","3088","2930","2616","2620","2107","2165","2381",
"인천광역시","부산광역시","순이동자수","명","-36","-42","-35","","","","","","","","","","","","-604","-281","-1229","-926","-887","-224","-473","-1016","-1285","-1939","-1734","-1523","-1952","-1637","-1041","-674","-850","-678","-772","-987","-1033","-1199","-827","-817","-838","-690","-885","-702","-579","-492","-528","-489","-309","-55","-255","-476","-374","-795","-890","-599",
"인천광역시","대구광역시","이동자수","명","158","102","94","","","","","","","","","","","","1455","1607","1722","1657","1689","1691","1660","1739","1424","1543","1676","1846","1677","1669","1954","1794","1724","1665","1942","1806","1625","1691","1670","1601","1615","1645","1843","1680","1672","1628","1585","1702","1795","1734","1691","1551","1590","1502","1542","1577",
"인천광역시","대구광역시","순이동자수","명","-23","-48","-53","","","","","","","","","","","","15","-33","-199","-270","-347","-231","-414","-188","-848","-895","-423","-241","-434","-288","-9","-299","-309","-163","-257","-403","-950","-837","-722","-651","-642","-605","-599","-445","-331","-340","-415","-277","-407","-281","-296","-411","-340","-466","-548","-535",
"인천광역시","인천광역시","이동자수","명","25388","23059","23979","","","","","","","","","","","","183157","200084","231796","243975","232745","216240","251771","281064","270158","318771","289666","310754","317595","327840","312087","317278","334572","284347","320946","358102","356963","359818","348781","306772","334124","347928","387006","389945","318898","303966","325441","297979","297446","295375","314622","290783","266394","287236","276081","297626",
"인천광역시","인천광역시","순이동자수","명","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"인천광역시","광주광역시","이동자수","명","130","80","101","","","","","","","","","","","","","0","0","0","0","1263","1344","1907","1715","1988","2383","2358","2086","2031","2046","2169","2368","2133","2388","2236","2202","2118","2213","2028","1932","2143","2350","2316","2147","2492","1979","1884","1939","2007","1894","1762","1518","1451","1349","1543",
"인천광역시","광주광역시","순이동자수","명","-93","-61","-30","","","","","","","","","","","","","0","0","0","0","-193","-259","-253","-485","-651","1","78","-291","-425","-104","-156","-122","-34","0","-500","-542","-855","-808","-867","-877","-407","-546","-285","-157","237","-176","-273","-170","-3","-273","-318","-482","-542","-686","-344",
"인천광역시","대전광역시","이동자수","명","237","180","166","","","","","","","","","","","","","0","0","0","0","0","0","0","2083","2334","2619","2913","3445","3259","3370","3299","3296","3310","3525","3515","3221","3216","3196","2792","3088","2958","2742","2905","2812","2589","2820","2873","2673","2736","2756","2616","2552","2263","2359","2476",
"인천광역시","대전광역시","순이동자수","명","-60","12","9","","","","","","","","","","","","","0","0","0","0","0","0","0","233","-122","505","673","1120","787","793","462","258","379","325","242","-141","-167","-176","26","142","42","-352","-78","82","-173","38","61","11","115","240","153","94","-314","-208","-118",
"인천광역시","울산광역시","이동자수","명","63","49","48","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1025","831","1054","1015","1012","1015","1033","874","928","984","1062","1063","989","949","1081","1116","1289","1083","1359","1080","962","778","757","793",
"인천광역시","울산광역시","순이동자수","명","-37","-33","-24","","","","","","","","","","","","","","","","","","","","","","","","","","","0","-80","-177","-118","-79","16","-162","-110","-242","-174","-90","39","39","-11","-40","113","71","235","-2","110","-55","-71","-317","-442","-260",
"인천광역시","세종특별자치시","이동자수","명","100","89","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","597","592","990","1496","1398","1265","1125","1186","1117",
"인천광역시","세종특별자치시","순이동자수","명","19","46","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333","280","668","1045","861","633","354","285","216",
"인천광역시","경기도","이동자수","명","6999","5730","5323","","","","","","","","","","","","31488","40075","43141","41246","43284","46434","50129","51180","46940","47519","46791","49119","59301","56323","61931","60340","60913","54556","70792","67498","74456","90856","84889","71763","72226","77178","75185","75557","70474","71031","65332","65127","63331","65903","66353","66764","67838","72932","70868","81497",
"인천광역시","경기도","순이동자수","명","467","315","63","","","","","","","","","","","","-6557","4321","-1522","-5803","-3978","-1102","-4312","-11236","-15430","-24020","-19831","-16904","-3186","-4494","5650","2461","-5601","-8620","6223","-18","11439","24524","23624","9964","529","-897","-10036","-1223","1012","3118","-13392","-11603","-11148","-5651","-5160","900","6041","9571","8195","16788",
"인천광역시","강원도","이동자수","명","558","491","420","","","","","","","","","","","","4390","4228","4121","4004","4383","4467","4376","3769","4011","4284","4336","4795","4745","4444","5129","5474","5737","6572","6661","5512","5898","5834","5950","5565","5186","4908","5581","6033","5866","5808","5695","5339","5573","5549","5904","5598","5396","5125","5190","5544",
"인천광역시","강원도","순이동자수","명","73","120","100","","","","","","","","","","","","-1958","-1184","-2614","-3972","-2405","-2637","-4281","-4278","-4661","-5319","-4187","-2636","-2426","-1903","-972","-316","-189","1313","485","-444","-174","-1114","-450","-298","-162","-833","-164","611","651","716","696","-68","502","401","846","518","733","293","594","1191",
"인천광역시","충청북도","이동자수","명","430","362","386","","","","","","","","","","","","2964","2656","2836","2709","3114","3138","3299","3079","3278","3922","3997","4475","4685","3489","4055","4514","4411","4110","4420","4074","4137","3748","3914","3815","3637","4593","4363","4588","4157","4347","3952","4167","4172","4210","4624","4303","4051","4191","3999","4268",
"인천광역시","충청북도","순이동자수","명","93","127","120","","","","","","","","","","","","-1706","-1809","-2888","-3363","-1957","-1933","-2564","-2453","-2206","-2102","-1359","-145","330","-733","216","805","577","333","127","195","-94","-535","-39","-52","-58","665","408","867","566","874","524","543","743","753","1115","995","635","797","536","883",
"인천광역시","충청남도","이동자수","명","872","763","619","","","","","","","","","","","","8792","8463","9360","8719","9010","9498","9267","9142","7020","7241","6909","7627","8215","6740","8700","9257","9911","9281","9150","8386","8200","8132","9421","11370","9995","9884","11282","11146","9859","9985","9332","8591","8752","8964","9101","8728","8730","8194","7671","8102",
"인천광역시","충청남도","순이동자수","명","182","225","146","","","","","","","","","","","","-5156","-3638","-5504","-7138","-4824","-3738","-6058","-5912","-4996","-5410","-4950","-2900","-1356","-2072","408","1053","1440","1683","290","-63","64","-1152","877","2378","1261","1289","2172","2501","1960","2544","2118","1411","1959","2180","2465","2321","2479","1829","1072","1327",
"인천광역시","전라북도","이동자수","명","341","225","244","","","","","","","","","","","","4904","3996","3832","3496","3606","3598","3571","3389","3206","3998","3936","4371","4257","3918","4902","4565","5143","5002","5437","4658","5982","4304","6507","4253","3991","4371","4717","4724","4490","4379","4347","3987","3577","3745","3581","3756","3502","3087","2970","3321",
"인천광역시","전라북도","순이동자수","명","-21","-6","45","","","","","","","","","","","","-1130","-1774","-3139","-3576","-3252","-3169","-4306","-3821","-4141","-4136","-3029","-1850","-1597","-1454","-129","-501","-42","341","-282","-929","-91","-3554","-80","-2892","-1417","-891","-533","-116","288","535","360","-88","-294","157","186","341","-14","-637","-697","-453",
"인천광역시","전라남도","이동자수","명","357","272","251","","","","","","","","","","","","6031","5566","5867","5579","6321","5155","5384","4823","4758","5106","4705","4880","4830","4243","5356","6360","5117","5954","6516","5034","5050","4137","4930","4113","4225","4179","4616","4409","4488","4257","4023","3725","3751","3848","3876","3523","3205","3089","3227","3242",
"인천광역시","전라남도","순이동자수","명","14","35","37","","","","","","","","","","","","-3635","-3290","-5544","-5719","-4579","-4191","-5828","-4774","-5529","-6312","-5980","-4730","-3483","-3017","-1421","59","-893","663","-1387","-1825","-1926","-2536","-1692","-1432","-870","-918","-998","-195","430","68","57","-94","269","291","380","-14","-261","-420","-208","-296",
"인천광역시","경상북도","이동자수","명","397","289","257","","","","","","","","","","","","4088","3481","3308","3365","3396","3514","3583","3381","3010","3201","3071","3384","3421","3392","3542","3357","3422","3666","3804","3545","3420","3196","3572","3381","3375","3579","3819","3764","3902","3833","4217","4200","3944","3950","3982","3589","3352","3173","3274","3394",
"인천광역시","경상북도","순이동자수","명","11","43","16","","","","","","","","","","","","-1898","-1439","-2837","-2804","-2167","-1851","-2594","-2114","-2637","-3095","-2826","-1822","-1234","-1097","-552","-555","-937","-272","-506","-825","-1102","-1556","-861","-841","-1036","-648","-910","-320","130","-487","46","157","171","12","209","32","-136","-489","-391","-428",
"인천광역시","경상남도","이동자수","명","288","267","201","","","","","","","","","","","","3995","4297","4579","4515","4034","4344","4235","4079","3587","3808","4164","4296","3743","3911","4129","4789","2932","2993","3161","2888","3474","3005","3199","2883","3126","3216","3649","3621","3677","3515","3501","3242","3330","3470","3670","2941","2919","2712","2700","2719",
"인천광역시","경상남도","순이동자수","명","-84","-3","-29","","","","","","","","","","","","-18","259","-700","-1751","-1264","-784","-1565","-692","-1864","-2385","-1119","-625","-1696","-643","-346","726","-390","-186","-386","-638","147","-724","-644","-393","-286","-445","-516","84","344","65","204","-386","-23","204","206","-326","-471","-567","-771","-689",
"인천광역시","제주특별자치도","이동자수","명","223","189","188","","","","","","","","","","","","516","469","539","572","498","587","587","630","645","816","924","821","814","745","963","1031","1054","1177","1122","1019","952","1202","1176","1156","1016","1125","1149","1094","1125","1252","1232","1436","1720","1941","2276","2375","2713","2326","2253","2295",
"인천광역시","제주특별자치도","순이동자수","명","45","65","91","","","","","","","","","","","","-60","-114","-216","-223","-205","-73","-256","-29","-128","-13","161","9","-62","-134","45","144","27","149","-1","-32","-78","-34","-79","-40","-197","-57","-85","-143","51","175","179","332","553","719","989","961","1161","588","307","531",
"광주광역시","전국","이동자수","명","21570","17967","17366","","","","","","","","","","","","","","","","","238786","249630","313422","279132","302333","320043","324793","291976","302179","311209","298589","321553","293016","321192","301512","300588","289765","314192","287882","297762","304209","290248","268310","290771","265043","259282","230437","229288","246043","233875","221074","216256","225108","221005","232246",
"광주광역시","전국","순이동자수","명","1146","743","580","","","","","","","","","","","","","","","","","-15848","-7381","-22890","-29175","-28477","-36037","-21537","-8381","-10164","4021","-90","-7425","-2513","-2853","14","121","-4355","9687","3148","7333","2730","4143","-447","-3108","-3531","-1279","1825","2592","2977","9272","7898","8118","6216","3875","6083",
"광주광역시","서울특별시","이동자수","명","1303","721","736","","","","","","","","","","","","","0","0","0","0","19251","18360","25298","23900","22098","18882","17489","17682","16277","15758","15711","15642","13979","17481","17894","17164","17593","17513","16061","15937","16315","16394","14708","14035","12642","11917","11811","10964","11518","10860","10432","10561","10859","10727","11232",
"광주광역시","서울특별시","순이동자수","명","517","180","219","","","","","","","","","","","","","0","0","0","0","7773","6036","11164","7116","5682","3537","2665","4263","2909","2000","2310","2124","628","4052","6315","5898","6646","6988","5793","5490","4834","4770","3862","2310","1547","1330","1657","1835","1759","1644","2078","2629","3481","3713","4054",
"광주광역시","부산광역시","이동자수","명","138","93","80","","","","","","","","","","","","","0","0","0","0","2389","2457","2265","2133","2243","1619","1768","1497","1353","1351","1453","1218","1189","1403","1319","1326","1459","1458","1349","1229","1178","1168","1225","1308","1283","1206","1447","1157","1667","1418","1264","1135","1117","1102","1182",
"광주광역시","부산광역시","순이동자수","명","14","8","2","","","","","","","","","","","","","0","0","0","0","320","250","10","-601","-572","-1091","-648","-1026","-960","-630","-391","-497","-605","-539","-321","-238","-33","29","-5","29","-25","-183","-75","64","-55","-123","17","110","-189","223","164","62","106","110","40",
"광주광역시","대구광역시","이동자수","명","83","38","30","","","","","","","","","","","","","0","0","0","0","496","387","473","547","471","442","384","413","480","482","432","449","501","456","528","492","527","609","616","617","509","644","553","564","536","572","668","676","746","547","577","647","614","545","555",
"광주광역시","대구광역시","순이동자수","명","20","-9","-6","","","","","","","","","","","","","0","0","0","0","-21","-142","-156","-157","-149","-69","-118","-35","123","-11","-97","-15","-22","-106","-3","-130","-37","-37","-7","-53","-159","42","-10","-60","9","-5","-43","54","-156","-82","30","132","65","-30","-69",
"광주광역시","인천광역시","이동자수","명","223","141","131","","","","","","","","","","","","","0","0","0","0","1456","1603","2160","2200","2639","2382","2280","2377","2456","2150","2325","2490","2167","2388","2736","2744","2973","3021","2895","2809","2550","2896","2601","2304","2255","2155","2157","2109","2010","2167","2080","2000","1993","2035","1887",
"광주광역시","인천광역시","순이동자수","명","93","61","30","","","","","","","","","","","","","0","0","0","0","193","259","253","485","651","-1","-78","291","425","104","156","122","34","0","500","542","855","808","867","877","407","546","285","157","-237","176","273","170","3","273","318","482","542","686","344",
"광주광역시","광주광역시","이동자수","명","13853","12446","12399","","","","","","","","","","","","","0","0","0","0","154955","158411","213502","188390","209699","237637","244033","209136","225147","217234","211203","235814","202826","216973","198924","200853","194104","206460","191850","202882","207532","195536","182473","206147","183496","179871","152570","155265","164321","150777","145582","142174","149703","149352","158517",
"광주광역시","광주광역시","순이동자수","명","0","0","0","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"광주광역시","대전광역시","이동자수","명","133","79","93","","","","","","","","","","","","","0","0","0","0","0","0","0","1277","1286","1395","1308","1582","1455","1539","1404","1435","1374","1621","1640","1650","1856","1995","1946","1817","1670","1698","1575","1494","1633","1705","1575","1610","1665","1481","1537","1383","1475","1389","1519",
"광주광역시","대전광역시","순이동자수","명","8","-14","4","","","","","","","","","","","","","0","0","0","0","0","0","0","441","351","432","423","582","307","232","76","35","7","161","179","200","443","623","474","340","165","217","105","75","121","444","445","363","417","160","448","357","340","298","369",
"광주광역시","울산광역시","이동자수","명","18","14","23","","","","","","","","","","","","","","","","","","","","","","","","","","","0","365","324","378","471","400","497","524","406","426","503","471","495","424","437","428","642","448","518","538","398","322","342","355","355",
"광주광역시","울산광역시","순이동자수","명","-18","-2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","0","-68","-203","-190","8","26","63","153","57","38","88","119","107","-8","32","98","265","69","112","56","-18","-70","-67","47","-17",
"광주광역시","세종특별자치시","이동자수","명","83","42","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278","239","593","926","706","777","897","754","837",
"광주광역시","세종특별자치시","순이동자수","명","49","10","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192","128","398","690","469","451","583","368","330",
"광주광역시","경기도","이동자수","명","1061","826","679","","","","","","","","","","","","","0","0","0","0","5899","6717","8278","8643","9121","8708","8807","9383","8474","9399","9793","9989","9400","11506","12520","12713","14999","16192","15857","15505","15954","15017","13296","12813","13061","11716","11920","10895","11972","10788","10004","9812","10740","10264","10631",
"광주광역시","경기도","순이동자수","명","369","297","135","","","","","","","","","","","","","0","0","0","0","1797","2059","2363","2343","884","1542","1253","1797","571","855","692","-1133","92","1200","3571","3882","5934","6359","5798","5130","4175","3317","2317","1462","1383","322","634","1044","1221","1465","1772","2073","3323","2968","3313",
"광주광역시","강원도","이동자수","명","99","48","58","","","","","","","","","","","","","0","0","0","0","1126","935","978","1053","1025","976","957","961","915","873","897","849","895","952","964","929","864","999","955","945","939","945","937","885","1077","891","872","899","954","1029","827","859","730","783","826",
"광주광역시","강원도","순이동자수","명","21","-9","31","","","","","","","","","","","","","0","0","0","0","112","-179","-185","-109","-106","-159","-2","1","75","158","77","7","31","-109","-10","32","27","166","37","24","3","64","99","-44","195","30","29","94","126","84","76","129","19","157","141",
"광주광역시","충청북도","이동자수","명","89","72","85","","","","","","","","","","","","","0","0","0","0","403","404","572","578","707","702","706","633","662","682","667","679","743","711","742","766","812","867","859","758","865","869","869","802","831","931","849","782","945","970","848","910","1028","1023","997",
"광주광역시","충청북도","순이동자수","명","15","3","29","","","","","","","","","","","","","0","0","0","0","-45","-89","-292","-176","-109","19","152","-11","101","86","50","75","64","-62","66","22","4","121","144","66","51","88","177","-61","-75","95","66","66","41","259","201","230","299","225","228",
"광주광역시","충청남도","이동자수","명","207","160","132","","","","","","","","","","","","","0","0","0","0","1557","1896","1890","753","763","791","780","837","888","976","1297","1275","1213","1135","1252","1183","1378","1690","2388","1899","2026","1911","1983","1895","1900","2083","1858","1843","2215","2053","1966","1986","2016","1780","1954",
"광주광역시","충청남도","순이동자수","명","63","29","47","","","","","","","","","","","","","0","0","0","0","132","225","43","-263","-327","-185","-225","-27","113","108","351","-122","42","-14","118","68","172","466","1034","271","446","381","377","251","346","466","369","393","418","585","539","539","581","363","522",
"광주광역시","전라북도","이동자수","명","576","376","408","","","","","","","","","","","","","0","0","0","0","4418","4448","4675","4797","5164","4599","4589","4795","4618","5428","5518","5657","5968","6694","6382","7892","5995","8637","6564","6036","6363","6654","6011","5549","5742","5785","5972","5549","5798","5632","5618","5288","5072","4940","5537",
"광주광역시","전라북도","순이동자수","명","-23","-122","34","","","","","","","","","","","","","0","0","0","0","-1029","-954","-1866","-2343","-2486","-1926","-1244","-1066","-888","-98","-395","-619","-549","-519","-761","201","-3278","1506","-2582","-807","-597","-296","-1002","-1095","-613","-520","76","-177","-423","-28","-115","-388","-1114","-997","-260",
"광주광역시","전라남도","이동자수","명","3381","2694","2249","","","","","","","","","","","","","0","0","0","0","43833","51130","49866","41588","43667","38521","38516","39538","36454","52238","44787","43187","49963","56532","53374","49540","43660","50930","42976","43828","44579","42694","38371","39406","37069","36775","34736","33736","37356","40882","35818","35140","35234","33024","33145",
"광주광역시","전라남도","순이동자수","명","-7","275","-7","","","","","","","","","","","","","0","0","0","0","-24692","-14511","-33279","-34985","-31512","-37678","-23183","-12572","-12465","1333","-2909","-6948","-1596","-6517","-9260","-10365","-15056","-7682","-8519","-4080","-6679","-5001","-7046","-6269","-6084","-3894","-2146","-1762","-1586","3304","1311","1256","-1967","-4118","-2791",
"광주광역시","경상북도","이동자수","명","99","56","70","","","","","","","","","","","","","0","0","0","0","702","719","799","796","775","617","799","733","678","673","722","636","653","797","670","776","737","801","831","813","866","859","844","828","850","881","856","819","981","1008","835","829","826","766","770",
"광주광역시","경상북도","순이동자수","명","14","-1","37","","","","","","","","","","","","","0","0","0","0","-353","-242","-788","-376","-421","-441","-31","-134","-136","26","-7","-139","-221","-51","-274","38","-230","-69","-46","-74","30","30","63","46","20","113","63","47","134","88","104","45","-15","-14","-42",
"광주광역시","경상남도","이동자수","명","133","84","91","","","","","","","","","","","","","0","0","0","0","1785","1627","2089","1882","1884","2059","1659","1708","1696","1666","1680","1116","992","1263","1325","1254","1287","1626","1458","1477","1599","1603","1599","1543","1520","1605","1457","1475","1767","1643","1453","1242","1284","1142","1233",
"광주광역시","경상남도","순이동자수","명","-6","10","1","","","","","","","","","","","","","0","0","0","0","145","-74","-139","-459","-502","-34","-491","-403","-190","-191","87","-259","-287","-175","-25","-109","-27","190","75","155","150","94","311","78","-30","153","-76","103","353","188","133","-102","-212","-15","-132",
"광주광역시","제주특별자치도","이동자수","명","91","77","67","","","","","","","","","","","","","0","0","0","0","516","536","577","595","791","713","718","701","626","760","700","752","829","902","771","906","1024","870","871","784","761","889","770","774","711","761","769","822","1017","1156","1129","1191","1178","1024","1069",
"광주광역시","제주특별자치도","순이동자수","명","17","27","13","","","","","","","","","","","","","0","0","0","0","-53","-19","-18","-91","139","17","-10","-41","-149","49","-90","12","72","16","-89","54","162","66","28","-73","-159","-45","-17","-14","-90","36","4","55","349","363","388","293","252","114","53",
"대전광역시","전국","이동자수","명","21761","16804","15875","","","","","","","","","","","","","","","","","","","","230055","263293","273837","271532","297841","285155","297054","272745","285604","255485","313174","303984","298145","294389","298910","277412","284625","292499","284128","269142","258182","263477","260900","239136","230547","248397","241390","229883","227624","227632","228766","243418",
"대전광역시","전국","순이동자수","명","1274","828","517","","","","","","","","","","","","","","","","","","","","-26179","-33463","-36615","-24130","-38030","-30484","-17750","-14918","-9594","-12093","-9609","-8576","-6840","-8555","-5826","-2616","-3210","-2315","1048","5610","5758","1045","-3344","-499","-311","8838","20616","10631","16175","14753","16342","11097",
"대전광역시","서울특별시","이동자수","명","1723","1023","927","","","","","","","","","","","","","0","0","0","0","0","0","0","16817","16179","15369","14576","14260","13828","14575","15097","15538","14539","17672","18698","17689","18307","17436","16090","16639","17812","17868","17325","17439","15793","14890","14570","14156","14172","13559","13726","14118","14221","14725","15116",
"대전광역시","서울특별시","순이동자수","명","547","197","167","","","","","","","","","","","","","0","0","0","0","0","0","0","536","-2849","-4127","-3113","-6031","-4962","-4414","-3213","-1147","-4931","209","2544","2526","3580","1879","2085","2273","2941","3591","3810","3807","1974","990","490","716","769","106","1107","2303","2630","3966","4083",
"대전광역시","부산광역시","이동자수","명","186","125","117","","","","","","","","","","","","","0","0","0","0","0","0","0","1823","1945","1909","2030","1877","1774","2119","2118","2146","2096","2453","2227","2158","2192","2161","1925","2042","1969","2023","2005","2064","1976","2074","2013","1986","2190","2054","1807","1762","1608","1743","1855",
"대전광역시","부산광역시","순이동자수","명","-43","-50","-26","","","","","","","","","","","","","0","0","0","0","0","0","0","-869","-1363","-1353","-1568","-1659","-1542","-949","-956","-791","-1260","-654","-785","-707","-677","-615","-588","-349","-621","-1098","-508","-241","-290","-437","-423","-139","40","-155","-404","-397","-572","-429","-289",
"대전광역시","대구광역시","이동자수","명","154","116","91","","","","","","","","","","","","","0","0","0","0","0","0","0","1301","1229","1295","1437","1441","1616","2188","1930","1996","2007","2219","1944","1796","1956","1910","1914","1940","1826","1902","1783","1859","1757","1848","1734","1762","1818","1667","1710","1524","1525","1473","1608",
"대전광역시","대구광역시","순이동자수","명","-96","-19","-53","","","","","","","","","","","","","0","0","0","0","0","0","0","-713","-940","-824","-607","-889","-637","-314","-821","-422","-307","-309","-434","-765","-716","-561","-483","-588","-657","-319","-323","-198","-199","-215","-410","-457","-436","-418","-239","-454","-542","-694","-646",
"대전광역시","인천광역시","이동자수","명","297","168","157","","","","","","","","","","","","","0","0","0","0","0","0","0","1850","2456","2114","2240","2325","2472","2577","2837","3038","2931","3200","3273","3362","3383","3372","2766","2946","2916","3094","2983","2730","2762","2782","2812","2662","2621","2516","2463","2458","2577","2567","2594",
"대전광역시","인천광역시","순이동자수","명","60","-12","-9","","","","","","","","","","","","","0","0","0","0","0","0","0","-233","122","-505","-673","-1120","-787","-793","-462","-258","-379","-325","-242","141","167","176","-26","-142","-42","352","78","-82","173","-38","-61","-11","-115","-240","-153","-94","314","208","118",
"대전광역시","광주광역시","이동자수","명","125","93","89","","","","","","","","","","","","","0","0","0","0","0","0","0","836","935","963","885","1000","1148","1307","1328","1400","1367","1460","1461","1450","1413","1372","1472","1477","1505","1481","1470","1419","1512","1261","1130","1247","1248","1321","1089","1026","1135","1091","1150",
"대전광역시","광주광역시","순이동자수","명","-8","14","-4","","","","","","","","","","","","","0","0","0","0","0","0","0","-441","-351","-432","-423","-582","-307","-232","-76","-35","-7","-161","-179","-200","-443","-623","-474","-340","-165","-217","-105","-75","-121","-444","-445","-363","-417","-160","-448","-357","-340","-298","-369",
