"전출지별","전입지별","항목","단위","2021. 03 월","2021. 04 월","2021. 05 월","1970 년","1971 년","1972 년","1973 년","1974 년","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"세종특별자치시","충청남도","이동자수","명","462","438","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2074","2205","2344","2905","3351","3881","4167","4330","5105",
"세종특별자치시","충청남도","순이동자수","명","-90","28","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2440","-710","-3759","-5479","-2517","-2706","-2531","-2165","-1643",
"세종특별자치시","전라북도","이동자수","명","98","49","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219","245","310","411","633","707","689","828","973",
"세종특별자치시","전라북도","순이동자수","명","-49","-57","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-288","-252","-597","-1011","-668","-844","-885","-646","-575",
"세종특별자치시","전라남도","이동자수","명","48","31","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163","129","186","251","316","369","444","489","516",
"세종특별자치시","전라남도","순이동자수","명","-25","-19","-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-104","-133","-216","-448","-325","-348","-427","-336","-305",
"세종특별자치시","경상북도","이동자수","명","72","51","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199","218","269","403","440","452","556","679","673",
"세종특별자치시","경상북도","순이동자수","명","-5","-19","-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148","-135","-333","-574","-389","-556","-561","-461","-546",
"세종특별자치시","경상남도","이동자수","명","61","48","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196","212","241","344","411","488","464","624","649",
"세종특별자치시","경상남도","순이동자수","명","-29","-13","-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-146","-72","-360","-618","-471","-546","-685","-354","-328",
"세종특별자치시","제주특별자치도","이동자수","명","27","22","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","41","63","139","164","263","274","279","301",
"세종특별자치시","제주특별자치도","순이동자수","명","-1","-11","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-19","-33","-71","-49","-46","8","-59","-43","-7",
"경기도","전국","이동자수","명","196741","159297","146073","353535","412098","382945","454426","484597","825258","645942","753564","817561","786271","948316","703279","793942","995853","940978","977801","1041498","1197193","1371971","1295977","1359422","1295128","1349401","1417105","1485920","1579952","1652688","1736957","1584923","1905336","1858301","2007156","2133640","2082492","1890345","2028470","2321008","2193857","2094988","2081528","2026383","1986623","1862209","1821303","1834379","1898312","1824976","1772162","1871621","1806296","1984199",
"경기도","전국","순이동자수","명","-15135","-12600","-9322","-98525","-121277","-35100","-87798","-94597","-181560","-124094","-126455","-168318","-197916","-137448","-102913","-177836","-257309","-205223","-234194","-256297","-191452","-78842","-151184","-250511","-177062","-214871","-294498","-322077","-372514","-252669","-213748","-122488","-174134","-184026","-248947","-315782","-222043","-188875","-168851","-138633","-113100","-100597","-94153","-142437","-75799","-82753","-74131","-57396","-94768","-133617","-116162","-170094","-134666","-168373",
"경기도","서울특별시","이동자수","명","25482","19331","18756","95388","95423","90470","107177","107518","207641","144524","154021","164771","168188","231651","187880","196664","230913","227920","226354","233258","307770","410274","345173","282914","256270","253605","256049","258897","262893","290660","298306","276685","340653","312616","319738","321390","325065","289817","311892","357818","336648","323515","317952","285963","272407","254175","246464","249701","239557","234357","234448","233320","242339","266375",
"경기도","서울특별시","순이동자수","명","-11767","-10508","-8701","-34761","-54890","-2863","-36057","-41527","-46064","-57752","-53701","-72913","-110223","-65888","-64193","-123510","-169962","-124318","-163911","-179277","-97450","-4900","-67760","-190975","-128444","-174739","-246535","-283307","-336518","-229906","-197148","-130365","-131188","-122957","-179837","-195375","-132591","-110389","-102729","-91814","-94989","-88893","-80330","-124772","-101364","-99960","-94337","-83084","-119780","-136403","-107985","-135216","-91954","-109492",
"경기도","부산광역시","이동자수","명","1220","857","832","4983","5309","4734","6146","9463","12408","11179","9599","12344","11097","12926","9578","9729","11237","10890","10530","12049","13543","13564","11682","11867","11281","11067","10511","10289","11534","12943","12374","12647","13143","12073","12721","13282","13703","12917","13514","15116","14842","14692","14672","15121","17591","14545","14261","15819","14973","13485","12853","11904","11272","11883",
"경기도","부산광역시","순이동자수","명","-635","-537","-374","-1367","-1234","-54","-1218","2874","-2906","474","-1471","76","-1164","-1100","-1040","-2214","-3866","-2846","-3718","-2996","-2822","-2375","-4636","-5379","-5367","-4888","-6762","-6107","-5480","-3954","-4924","-3983","-7189","-8685","-8050","-8447","-7553","-7422","-7523","-6698","-6817","-4370","-4138","-4840","-2536","-2909","-1670","-804","-1468","-2916","-2984","-4801","-5150","-5557",
"경기도","대구광역시","이동자수","명","926","628","594","","","","","","","","","","","","4814","4976","6082","5894","6021","6666","7227","7227","7084","7053","6890","6944","7506","7338","8372","8812","8352","8286","8909","8595","8454","8410","9425","8881","9376","9777","10193","10024","10225","10763","11163","11026","11009","10961","10043","9627","8872","8920","8250","8641",
"경기도","대구광역시","순이동자수","명","-522","-395","-341","","","","","","","","","","","","-71","-1297","-2122","-1848","-1601","-1675","-1942","-1778","-2284","-2969","-2219","-2020","-1446","-1214","-1660","-1449","-2303","-2173","-3069","-4476","-5494","-5852","-5320","-5809","-6097","-5733","-4547","-3700","-4309","-3833","-2157","-2555","-2650","-1852","-2279","-2291","-3482","-4307","-5306","-6383",
"경기도","인천광역시","이동자수","명","6532","5415","5260","","","","","","","","","","","","38045","35754","44663","47049","47262","47536","54441","62416","62370","71539","66622","66023","62487","60817","56281","57879","66514","63176","64569","67516","63017","66332","61265","61799","71697","78075","85221","76780","69462","67913","78724","76730","74479","71554","71513","65864","61797","63361","62673","64709",
"경기도","인천광역시","순이동자수","명","-467","-315","-63","","","","","","","","","","","","6557","-4321","1522","5803","3978","1102","4312","11236","15430","24020","19831","16904","3186","4494","-5650","-2461","5601","8620","-6223","18","-11439","-24524","-23624","-9964","-529","897","10036","1223","-1012","-3118","13392","11603","11148","5651","5160","-900","-6041","-9571","-8195","-16788",
"경기도","광주광역시","이동자수","명","692","529","544","","","","","","","","","","","","","0","0","0","0","4102","4658","5915","6300","8237","7166","7554","7586","7903","8544","9101","11122","9308","10306","8949","8831","9065","9833","10059","10375","11779","11700","10979","11351","11678","11394","11286","9851","10751","9323","8232","7739","7417","7296","7318",
"경기도","광주광역시","순이동자수","명","-369","-297","-135","","","","","","","","","","","","","0","0","0","0","-1797","-2059","-2363","-2343","-884","-1542","-1253","-1797","-571","-855","-692","1133","-92","-1200","-3571","-3882","-5934","-6359","-5798","-5130","-4175","-3317","-2317","-1462","-1383","-322","-634","-1044","-1221","-1465","-1772","-2073","-3323","-2968","-3313",
"경기도","대전광역시","이동자수","명","1418","1067","895","","","","","","","","","","","","","0","0","0","0","0","0","0","9158","10766","11591","11743","13563","13407","14881","17226","15660","16927","16542","16514","16244","16423","17061","15377","16201","17191","17368","16437","15767","16368","16547","16907","15832","15187","15266","14586","13935","13412","13072","12730",
"경기도","대전광역시","순이동자수","명","-332","-255","-122","","","","","","","","","","","","","0","0","0","0","0","0","0","130","1940","2386","1663","3548","3203","2161","3161","793","2634","-929","-1846","-2131","-3095","-2580","-3058","-3057","-2557","-2040","-1886","-2679","-1654","55","940","57","-2","-88","-555","-872","-1987","-3248","-3854",
"경기도","울산광역시","이동자수","명","380","319","280","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3892","3583","3979","3637","4001","3805","4373","3814","4236","4481","4820","4882","4492","4733","5144","5700","5923","6068","6089","4712","3810","3960","3967","4016",
"경기도","울산광역시","순이동자수","명","-361","-191","-169","","","","","","","","","","","","","","","","","","","","","","","","","","","0","-1084","-1201","-1371","-1557","-1122","-1693","-2158","-2192","-2014","-1731","-681","-108","-743","-806","-454","33","60","747","242","-1243","-2625","-2700","-2951","-2891",
"경기도","세종특별자치시","이동자수","명","592","443","409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5390","3974","7541","9672","7129","7006","7139","6923","6130",
"경기도","세종특별자치시","순이동자수","명","56","112","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3902","2372","5701","7087","3693","3251","2817","1853","402",
"경기도","경기도","이동자수","명","142769","117640","106052","212365","263045","235877","284129","309489","493101","395632","492040","529175","496327","566970","363760","447364","593086","541457","573998","622598","681779","742871","742243","842522","809179","866274","932048","1009580","1082814","1111487","1176449","1043254","1287046","1284156","1421954","1554371","1471552","1323437","1427160","1649025","1525904","1454951","1455865","1435269","1387806","1294565","1274495","1275072","1346264","1301101","1259187","1366502","1301708","1448061",
"경기도","경기도","순이동자수","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","강원도","이동자수","명","3066","2538","2378","7649","10196","9654","10628","9311","17354","15641","15136","16566","16444","21625","16919","16092","17450","17957","18965","18780","19466","18844","17874","20220","20225","20465","20070","19223","22531","24271","25690","27673","28366","26514","27034","27175","28657","28073","27191","29656","30500","32312","32788","31988","32456","31437","29598","29917","30961","29355","28698","27502","28229","29381",
"경기도","강원도","순이동자수","명","147","268","412","-8771","-8397","-5316","-6555","-9137","-16964","-9109","-11409","-13702","-15179","-7993","-5180","-6537","-11367","-10741","-7862","-9613","-14080","-14065","-17312","-14625","-11809","-8810","-8916","-7343","-3710","-3178","-859","2382","-1726","-4499","-4724","-7986","-6469","-5198","-5743","-4090","-1880","1465","2418","557","3537","1836","2391","1710","2723","986","1042","-1900","394","877",
"경기도","충청북도","이동자수","명","2325","1920","1814","4424","5159","5775","5484","5174","10913","8721","8624","9189","11331","14777","11061","11216","11931","12071","13467","13750","15231","15503","14527","17803","18980","19985","20896","17166","19147","20627","20695","20011","21991","19900","19187","19554","20484","20617","21541","25016","25174","25117","24020","24463","25238","23711","22826","23613","23692","22618","22486","23057","21705","22158",
"경기도","충청북도","순이동자수","명","-21","176","265","-8161","-8778","-4161","-5912","-7035","-16897","-9280","-10069","-14011","-9420","-7223","-4254","-5072","-10111","-9799","-6606","-7449","-9756","-8059","-9102","-4579","-2704","-357","859","-1248","861","1511","1266","1618","-153","-2165","-3641","-5663","-3705","-3574","-3541","566","1943","3308","1432","2075","3919","3223","2743","3916","3617","2815","2653","2108","570","25",
"경기도","충청남도","이동자수","명","3940","3065","3028","10743","10372","11730","12829","11819","28118","21553","23089","26797","24144","30245","22387","22275","25906","24840","26981","28248","31988","32600","22728","24673","25355","25594","27626","24878","29241","31377","34942","32622","34233","31988","32431","31388","37959","46934","40701","42966","46539","44467","42593","41910","43735","37616","36185","37181","37791","37784","39295","37148","33393","35944",
"경기도","충청남도","순이동자수","명","170","102","387","-9226","-12830","-5632","-9939","-13077","-25700","-12256","-12588","-15122","-18947","-13247","-10027","-10511","-16484","-17434","-12353","-13646","-17225","-16273","-16015","-13073","-10212","-7003","-4978","-4780","-422","1464","3284","3650","-519","-3006","-3969","-8478","-2053","7133","-1259","2396","5332","4687","4050","4496","8253","4372","4651","5256","4514","5730","7938","2529","-3192","-3647",
"경기도","전라북도","이동자수","명","1546","1194","1165","3221","4050","4261","4935","4109","9399","8506","9104","9727","10458","14163","11192","10800","11545","10695","11715","12481","13911","15330","13155","15244","15121","15423","15537","14336","16786","17085","17495","19197","20773","18854","25287","16578","29045","19468","19478","21777","23705","22348","21751","20759","21888","19854","18123","19776","18131","17045","16612","14759","14014","14549",
"경기도","전라북도","순이동자수","명","-229","-174","-11","-10953","-11959","-6942","-7561","-9302","-23441","-11372","-12929","-15988","-14751","-12817","-6721","-6847","-12219","-12789","-11248","-11804","-14927","-12770","-15181","-13414","-9983","-9107","-7370","-6646","-4672","-5744","-5211","-756","-4124","-7846","-2254","-19947","-4565","-17777","-10198","-7390","-3888","-2777","-1209","-1249","1398","-553","337","1723","578","-1038","-1463","-3680","-3626","-3256",
"경기도","전라남도","이동자수","명","1325","1168","1068","4287","4917","5780","6457","5779","13904","14495","13299","15343","15318","20456","15238","15401","17329","16866","18227","14495","16082","15474","14248","16085","15221","14732","14197","13154","15373","16815","16327","20155","22419","18535","18712","15745","19685","16540","18108","18670","20212","19102","19445","18243","18124","16979","16302","17144","16804","15073","14431","14325","13781","13762",
"경기도","전라남도","순이동자수","명","-225","-40","-22","-10836","-13491","-7601","-9271","-11686","-27401","-12423","-15052","-20237","-19637","-19574","-11250","-10236","-17950","-16775","-15424","-15010","-21014","-16512","-18937","-18226","-16805","-14398","-12661","-9625","-7708","-6543","-6812","-235","-6671","-8463","-9061","-12713","-11175","-9725","-7114","-7127","-4145","-1509","-117","-1458","479","-441","652","1486","1055","-939","-718","-1845","-2161","-2402",
"경기도","경상북도","이동자수","명","2066","1360","1300","6171","7241","9208","10379","11731","18490","14853","16871","17805","17743","20064","10743","10461","11180","11075","11277","13222","14277","14433","13357","13122","13195","12911","13003","12647","13978","14741","14218","15471","15604","13654","14442","13841","15102","14692","17386","18434","18664","18218","19314","19488","20553","19406","18618","18608","20166","18022","16077","15073","15618","15533",
"경기도","경상북도","순이동자수","명","-174","-289","-204","-8039","-5998","-1491","-3750","-3541","-11311","-6986","-5623","-8858","-6816","-6432","-4379","-5057","-9268","-8828","-7104","-6669","-8849","-7791","-8594","-8730","-7973","-7156","-5610","-4810","-3474","-3056","-4406","-1637","-4491","-7691","-7238","-9754","-8901","-9368","-8674","-6818","-4968","-3557","-5045","-3831","-1012","-2115","-1197","-520","59","-1676","-3654","-5884","-4884","-7589",
"경기도","경상남도","이동자수","명","1436","1049","936","3916","5956","4884","5582","9509","12599","9742","10846","14753","13782","13846","10279","11944","12599","12656","11365","12674","14754","15362","13705","14648","15213","14265","13372","13735","14741","16344","11153","11759","12241","10948","11208","12106","14705","13230","14841","16185","17478","16545","16855","16289","17884","16342","15806","16408","17483","15049","13661","13428","13119","13348",
"경기도","경상남도","순이동자수","명","-586","-440","-417","-5655","-3313","-1192","-3250","1360","-7163","-4397","-2387","82","-865","-2109","-1659","-691","-3854","-3763","-5882","-5292","-4989","-2801","-4441","-3751","-2429","-3782","-5642","-3640","-4915","-1625","-2990","-1432","-5310","-6617","-5633","-5856","-4381","-5349","-4803","-3879","-2448","-1559","-939","-3034","34","-1380","-426","110","538","-1525","-3473","-4949","-4901","-5868",
"경기도","제주특별자치도","이동자수","명","1026","774","762","388","430","572","680","695","1331","1096","935","1091","1439","1593","1383","1266","1932","1608","1639","1639","2066","2158","2373","2729","2819","2816","2654","2550","2836","3320","3768","4169","4562","3852","3895","4175","4578","4690","4773","5042","4889","4619","4976","5435","5969","6540","7557","9078","10584","10937","11255","10394","8937","9661",
"경기도","제주특별자치도","순이동자수","명","180","183","145","-339","-387","152","39","-7","-480","-255","-581","-584","-204","-225","-33","-346","-230","-651","-442","-654","-651","-391","-139","134","208","75","-374","-483","-472","-197","-88","482","29","-665","-472","-465","-609","-385","-440","-480","-691","-604","-70","413","979","1885","2782","3787","4739","4417","4324","2615","1053","1363",
"강원도","전국","이동자수","명","20872","17287","15717","197181","218958","192371","277465","233685","386575","281828","291783","315354","284177","317838","302412","306669","350811","326123","300318","299747","312214","307197","310793","297046","290170","265711","259485","252824","272699","248744","255164","253798","281012","266537","264880","284061","282359","261244","257162","264068","251328","250883","247373","241183","231424","225184","214931","226284","222352","221592","209618","220252","215965","217897",
"강원도","전국","순이동자수","명","61","-540","-892","36222","34994","30734","35802","49300","60210","41882","45713","50777","50280","24510","22376","29808","44683","42202","28504","33499","45132","52482","57933","47637","38030","24845","24586","18471","9350","7870","922","-8890","3798","11134","8113","17181","13063","8342","11473","9560","6146","-1310","-1818","-555","-4653","-712","-2986","-2085","-4773","-1892","-2035","3854","-1661","-5457",
"강원도","서울특별시","이동자수","명","2238","1522","1355","34563","38588","32497","40922","42649","74065","52651","52262","56527","47207","49751","48796","51641","56878","53877","48477","43650","46146","47034","47477","41575","36056","31842","31278","26647","25677","26588","25443","24182","28384","27874","27310","27914","27149","24930","24700","25788","25518","24484","24376","22798","21559","21324","19954","20174","20030","19877","19761","20417","19895","20048",
"강원도","서울특별시","순이동자수","명","153","-253","-190","25211","25703","18936","24441","27170","46228","26724","26847","29827","19608","16893","16680","20628","25570","23407","18566","15161","17447","20343","21083","14984","10848","6627","8034","5263","690","1367","265","-1658","2643","5042","4369","6332","5453","2859","4217","3819","3341","816","1045","62","-2065","-1008","-647","-999","-2629","-1713","-1255","859","790","-653",
"강원도","부산광역시","이동자수","명","174","159","112","4385","4008","3611","4399","6724","8563","8290","7498","9612","9929","8732","7302","6943","8070","7638","6392","6910","7445","7368","6004","5590","5096","3957","3532","3098","2846","2995","2722","2510","2945","2733","2609","2590","2564","2403","2310","2151","2346","2283","2255","2333","2288","2198","2020","2183","2333","2167","2028","1935","1811","1814",
"강원도","부산광역시","순이동자수","명","-40","-8","-54","2295","1717","1549","2043","4433","3463","3805","2621","4049","4784","1713","648","474","2085","2490","788","2279","2947","3399","1848","1412","1364","293","-94","-57","-289","-228","-536","-937","-310","-79","-273","-49","-338","-452","-120","-213","-150","-169","-123","-236","-260","68","-138","98","28","63","-193","-8","-266","-288",
"강원도","대구광역시","이동자수","명","168","114","96","","","","","","","","","","","","4056","3954","4371","4157","3595","3803","4408","4073","4273","3583","3545","3280","3020","2523","2490","2255","1945","1931","2143","2082","1820","2015","2055","1852","1790","1881","1788","1819","1860","1653","1703","1838","1701","1549","1735","1818","1536","1643","1435","1495",
"강원도","대구광역시","순이동자수","명","-51","-16","-30","","","","","","","","","","","","723","743","1272","1274","634","875","2048","1938","2016","1288","1418","1123","916","570","460","231","-226","-258","-132","193","-160","88","-44","-232","-151","-89","-149","-177","-82","-386","-140","31","-119","-335","-149","70","-121","-33","-277","-452",
"강원도","인천광역시","이동자수","명","485","371","320","","","","","","","","","","","","6348","5412","6735","7976","6788","7104","8657","8047","8672","9603","8523","7431","7171","6347","6101","5790","5926","5259","6176","5956","6072","6948","6400","5863","5348","5741","5745","5422","5215","5092","4999","5407","5071","5148","5058","5080","4663","4832","4596","4353",
"강원도","인천광역시","순이동자수","명","-73","-120","-100","","","","","","","","","","","","1958","1184","2614","3972","2405","2637","4281","4278","4661","5319","4187","2636","2426","1903","972","316","189","-1313","-485","444","174","1114","450","298","162","833","164","-611","-651","-716","-696","68","-502","-401","-846","-518","-733","-293","-594","-1191",
"강원도","광주광역시","이동자수","명","78","57","27","","","","","","","","","","","","","0","0","0","0","1014","1114","1163","1162","1131","1135","959","960","840","715","820","842","864","1061","974","897","837","833","918","921","936","881","838","929","882","861","843","805","828","945","751","730","711","626","685",
"강원도","광주광역시","순이동자수","명","-21","9","-31","","","","","","","","","","","","","0","0","0","0","-112","179","185","109","106","159","2","-1","-75","-158","-77","-7","-31","109","10","-32","-27","-166","-37","-24","-3","-64","-99","44","-195","-30","-29","-94","-126","-84","-76","-129","-19","-157","-141",
"강원도","대전광역시","이동자수","명","228","235","127","","","","","","","","","","","","","0","0","0","0","0","0","0","2590","2493","2561","2281","2366","2318","2245","2763","2609","2809","3208","3329","3520","3621","3414","3054","3047","2975","3088","2914","2775","2976","3282","3257","2995","2867","2902","2783","2682","2529","2471","2344",
"강원도","대전광역시","순이동자수","명","36","52","-7","","","","","","","","","","","","","0","0","0","0","0","0","0","1278","1225","1108","786","1001","754","534","705","154","267","159","629","729","640","583","486","593","505","353","149","-88","373","405","846","258","467","479","570","380","435","174","127",
"강원도","울산광역시","이동자수","명","70","48","54","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1536","1142","1289","1370","1395","1336","1459","1220","1160","1112","1292","1268","1100","1162","1050","1234","1095","1146","1103","939","766","737","684","688",
"강원도","울산광역시","순이동자수","명","-23","-21","-9","","","","","","","","","","","","","","","","","","","","","","","","","","","0","121","-715","-237","116","198","175","220","92","162","114","174","305","45","68","83","287","198","157","-25","-101","-181","-190","-266","-304",
"강원도","세종특별자치시","이동자수","명","60","43","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311","272","490","765","710","797","870","688","770",
"강원도","세종특별자치시","순이동자수","명","-4","-4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","34","271","449","300","315","421","107","154",
"강원도","경기도","이동자수","명","2919","2270","1966","16420","18593","14970","17183","18448","34318","24750","26545","30268","31623","29618","22099","22629","28817","28698","26827","28393","33546","32909","35186","34845","32034","29275","28986","26566","26241","27449","26549","25291","30092","31013","31758","35161","35126","33271","32934","33746","32380","30847","30370","31431","28919","29601","27207","28207","28238","28369","27656","29402","27835","28504",
"강원도","경기도","순이동자수","명","-147","-268","-412","8771","8397","5316","6555","9137","16964","9109","11409","13702","15179","7993","5180","6537","11367","10741","7862","9613","14080","14065","17312","14625","11809","8810","8916","7343","3710","3178","859","-2382","1726","4499","4724","7986","6469","5198","5743","4090","1880","-1465","-2418","-557","-3537","-1836","-2391","-1710","-2723","-986","-1042","1900","-394","-877",
"강원도","강원도","이동자수","명","12616","11109","10459","113485","128222","112559","180716","130356","212434","154239","162520","170661","151052","186495","175961","179155","205866","185322","174284","174443","175327","172443","173953","167644","173466","161850","159416","163492","184202","158515","168235","171176","183780","171050","169491","182229","181717","167246","165077","170234","158066","161854","158826","153165","147142","140649","136041","145250","140018","140921","130963","140086","139681","141063",
"강원도","강원도","순이동자수","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원도","충청북도","이동자수","명","456","411","330","7971","8567","6232","7370","8105","15129","9661","8070","8038","7892","8998","8360","7885","8353","7893","7602","7284","7402","7064","7739","8012","7444","6695","6283","5637","5539","5597","5406","4923","5593","5512","5185","6288","5984","5009","5020","4911","5167","4864","5093","5144","4974","4553","4267","4440","4706","4890","4764","4650","4457","4217",
"강원도","충청북도","순이동자수","명","24","67","47","2230","1896","1281","1715","2592","3384","1634","664","27","1318","628","200","160","0","412","624","822","376","1164","2824","3183","2828","1904","1810","1184","1198","1129","675","-439","203","292","-1294","1023","461","-41","302","63","453","90","-27","581","626","241","20","-296","-19","470","183","561","-32","-398",
"강원도","충청남도","이동자수","명","409","225","218","3363","3726","3571","3491","3339","7909","4577","4745","5653","4781","4788","4648","4904","4975","4917","5028","5378","5180","5123","2912","2811","3018","2456","2507","2390","2779","3128","3156","3026","3646","3450","3396","3855","3780","4640","4047","3800","4097","3839","3927","3854","4106","3548","3445","3550","3743","3316","3645","3373","2996","3299",
"강원도","충청남도","순이동자수","명","126","16","13","-21","-214","-14","-1062","122","275","166","492","700","896","-405","-477","222","-13","349","517","1361","618","1080","511","225","505","351","374","265","442","728","306","165","568","583","223","773","576","1122","731","580","683","406","449","347","690","339","473","465","571","294","777","438","129","106",
"강원도","전라북도","이동자수","명","119","101","97","1199","1485","1408","1735","1418","2942","1952","1943","2194","1983","2213","2699","2375","1979","2136","1945","1943","1842","1800","1566","1739","1608","1393","1284","1202","1387","1405","1452","1413","1930","1618","1759","1474","1744","1552","1451","1523","1464","1454","1482","1453","1454","1528","1537","1470","1577","1464","1378","1289","1190","1281",
"강원도","전라북도","순이동자수","명","-3","-8","5","-843","-1133","-512","-410","-541","-3074","-1269","-667","-1192","-136","-912","-79","7","-519","-277","-685","-148","-495","14","-77","148","218","91","-23","-158","14","-283","-129","-292","203","-22","66","-498","-171","-428","-122","12","-238","-301","-86","-27","29","90","60","-130","-39","-57","-165","-37","-258","-38",
"강원도","전라남도","이동자수","명","140","101","73","1355","1910","1931","2592","1989","4199","4009","3576","4151","3171","3451","3346","3524","3861","3690","3137","2586","2602","1943","1884","1873","1548","1457","1155","1175","1546","1512","1587","1713","2179","1867","1908","1727","1843","1692","1581","1685","1631","1489","1584","1587","1632","1509","1416","1521","1589","1497","1405","1290","1512","1313",
"강원도","전라남도","순이동자수","명","5","-1","-29","-862","-1100","-458","-864","-937","-2770","126","-198","-151","222","-1355","-1213","-730","-732","-494","-649","-320","-482","-100","72","52","-24","-177","-317","-123","-3","-236","-292","-297","-224","-263","-287","-305","-368","-338","-159","-49","-145","-278","-37","-186","70","24","-89","-12","-12","-22","-73","-93","43","-263",
"강원도","경상북도","이동자수","명","388","275","214","10916","10880","12269","14990","13647","18758","15512","16618","17155","16602","15911","11166","10208","11775","10644","9063","10032","10460","9522","9096","7965","7186","6333","6047","5487","5589","4835","4756","4624","5004","4539","4516","4513","4777","4382","4348","4116","4246","4156","4119","4014","4029","4057","3878","3916","3999","3593","3587","3361","3224","2958",
"강원도","경상북도","순이동자수","명","60","26","-49","591","368","3769","3931","3545","-3322","1163","1994","1394","3972","-460","-1686","-1466","327","-336","-1396","1112","2092","2692","2987","1978","1478","1012","1224","937","947","196","-243","-303","-310","-17","-179","-257","-200","-186","-13","-237","-343","52","113","207","204","144","-65","13","-70","-222","113","-59","-269","-734",
"강원도","경상남도","이동자수","명","236","190","157","3279","2791","3054","3661","6727","7754","5811","7682","10762","9625","7516","7268","7679","8638","8726","6815","6803","7631","8227","7784","7590","6466","6071","5061","4752","4924","4690","2515","2378","2971","2636","2710","2946","2930","2598","2869","2935","3097","2885","2951","3157","2866","2737","2541","2731","2772","2483","2312","2192","2078","2268",
"강원도","경상남도","순이동자수","명","-7","-6","-59","-940","-637","748","984","4170","282","1610","3227","4935","4634","566","582","2122","2686","2693","57","404","2023","3304","3104","2879","1959","1380","342","683","790","817","-175","-661","-201","-94","-94","99","160","-68","149","79","148","75","69","170","-76","-165","-159","182","64","-204","-163","-161","-393","-425",
"강원도","제주특별자치도","이동자수","명","88","56","60","245","188","269","406","283","504","376","324","333","312","365","363","360","493","449","365","404","454","481","495","592","484","431","419","350","418","402","485","557","611","534","534","607","584","614","559","534","522","467","511","482","560","590","686","814","839","934","945","935","786","797",
"강원도","제주특별자치도","순이동자수","명","26","-5","13","-190","-3","119","222","89","-224","81","18","0","0","-12","-55","52","166","-51","6","53","18","120","205","213","173","7","-22","-18","43","27","-39","-36","86","-199","-51","87","-22","69","3","56","39","-103","-71","-60","44","70","175","271","232","240","252","133","2","-80",
"충청북도","전국","이동자수","명","20853","17260","15283","147916","156593","124530","156909","166708","324499","213011","220085","267370","223664","266206","237424","248209","275424","267994","260438","250875","258557","259387","253510","280994","269728","244880","240478","231350","245262","228974","247215","226872","256626","239559","239356","251773","252496","236984","240615","244227","247741","237759","230351","229707","220515","207622","212860","213577","213188","197668","194915","213737","208831","226441",
"충청북도","전국","순이동자수","명","201","-882","-954","47875","44692","24957","33921","40750","78248","49003","56369","84617","56244","38585","37673","40296","44999","45698","33530","28581","34712","33900","29026","17579","11131","-28","-1684","3569","-3771","-5624","-4924","-5542","1446","4404","8528","8202","6081","5817","4708","-1750","-5692","-6913","-2521","-5964","-8079","-4641","-3113","-2367","-1438","-5011","-2262","-5149","-2565","-3454",
